"""course code""","""course name""","""prerequisites""","""restrictions"""
"""PHYS*1020""","""Introductory Physics""","""()""","""{}"""
"""PHYS*1070""","""Physics for Life Sciences II""","""(4U Physics OR PHYS*1020) AND 4U Mathematics""","""{IPS*1510,PHYS*1130,PHYS*1300}"""
"""PHYS*1080""","""Physics for Life Sciences""","""(4U Physics OR PHYS*1020 OR PHYS*1300  OR 4U Mathematics)""","""{IPS*1500,PHYS*1000}"""
"""PHYS*1130""","""Physics with Applications""","""(4U Calculus and Vectors OR equivalent) AND (4U Physics OR equivalent)""","""{IPS*1500,PHYS*1080}"""
"""PHYS*1300""","""Fundamentals of Physics""","""()""","""{PHYS*1020,PHYS*1070}"""
"""PHYS*1600""","""Contemporary Astronomy""","""()""","""{PHYS*1020,PHYS*1300,PHYS*1810}"""
"""PHYS*1810""","""Physics of Music""","""()""","""{PHYS*1020,PHYS*1600}"""
"""PHYS*2030""","""Biophysics of Excitable Cells""","""1.00 credits in physics excluding PHYS*1020 AND PHYS*1600 AND PHYS*1810""","""{}"""
"""PHYS*2180""","""Experimental Techniques in Physics""","""PHYS*2330""","""{}"""
"""PHYS*2240""","""Thermal Physics""","""(IPS*1510 OR MATH*1210 OR MATH*2080 OR (IPS*1500 OR PHYS*1080))""","""{CHEM*2820}"""
"""PHYS*2310""","""Mechanics""","""MATH*2270 AND (IPS*1500 OR PHYS*1000 OR PHYS*1080)""","""{PHYS*2440}"""
"""PHYS*2330""","""Electricity and Magnetism I""","""IPS*1510 OR [(MATH*1210 OR MATH*2080) AND (PHYS*1010 OR PHYS*1070 OR PHYS*1130])""","""{PHYS*2460}"""
"""PHYS*2340""","""Electricity and Magnetism II""","""PHYS*2330""","""{PHYS*2470}"""
"""PHYS*2600""","""General Astronomy""","""IPS*1500 OR [(PHYS*1010 OR PHYS*1070 OR PHYS*1080 OR PHYS*1130 OR PHYS*1300 OR (1 of MATH*1030 OR MATH*1080 OR MATH*1160 OR MATH*1200)])""","""{}"""
"""PHYS*3000""","""Optics: Fundamentals and Applications""","""PHYS*2340 AND PHYS*3130""","""{PHYS*3220}"""
"""PHYS*3080""","""Energy""","""IPS*1500 OR [ PHYS*1080 AND (MATH*1000 OR MATH*1080 OR MATH*1200] OR (1 of IPS*1510 OR PHYS*1010 OR PHYS*1070 OR PHYS*1130))""","""{}"""
"""PHYS*3130""","""Mathematical Physics""","""(MATH*1160 OR MATH*2150 OR MATH*2160 OR MATH*2200 OR MATH*2270 OR PHYS*2310 OR PHYS*2340)""","""{}"""
"""PHYS*3170""","""Radioactivity and Radiation Interactions""","""(IPS*1510 OR MATH*1210 OR MATH*2080 OR (MATH*2170 OR MATH*2270))""","""{}"""
"""PHYS*3230""","""Quantum Mechanics I""","""(MATH*1160 OR MATH*2150 OR MATH*2160 OR (MATH*2170 OR MATH*2270) OR (PHYS*2340 OR PHYS*2470))""","""{}"""
"""PHYS*3400""","""Advanced Mechanics""","""(MATH*2170 OR MATH*2270) AND (PHYS*2310 OR PHYS*2440)""","""{}"""
"""PHYS*3510""","""Intermediate Laboratory""","""PHYS*2180 OR NANO*2100 AND PHYS*2310""","""{}"""
"""PHYS*4001""","""Research in Physics""","""PHYS*3510""","""{PHYS*4510}"""
"""PHYS*4002""","""Research in Physics""","""PHYS*4001""","""{}"""
"""PHYS*4040""","""Quantum Mechanics II""","""PHYS*3230""","""{}"""
"""PHYS*4070""","""Clinical Applications of Physics in Medicine""","""ENGG*3390 OR PHYS*3130""","""{ENGG*4040,PHYS*4560}"""
"""PHYS*4120""","""Atomic and Molecular Physics""","""PHYS*4040""","""{}"""
"""PHYS*4130""","""Subatomic Physics""","""PHYS*4040""","""{}"""
"""PHYS*4150""","""Solid State Physics""","""PHYS*4040 AND PHYS*4240""","""{}"""
"""PHYS*4180""","""Advanced Electromagnetic Theory""","""(PHYS*2340 OR PHYS*2470)""","""{}"""
"""PHYS*4240""","""Statistical Physics II""","""(PHYS*2240 OR PHYS*3240) AND PHYS*3230""","""{}"""
"""PHYS*4500""","""Advanced Physics Laboratory""","""PHYS*3510""","""{}"""
"""PHYS*4540""","""Molecular Biophysics""","""0.50 credits in biochemistry AND (CHEM*3860 OR PHYS*3230)""","""{}"""
"""PHYS*4910""","""Advanced Topics in Physics I""","""(MATH*1160 OR MATH*2150 OR MATH*2160 OR (MATH*2170 OR MATH*2270) OR [PHYS*2450 OR PHYS*2470 OR PHYS*2180  OR PHYS*2310 OR PHYS*2340])""","""{}"""
"""PHYS*4920""","""Advanced Topics in Physics II""","""(MATH*1160 OR MATH*2150 OR MATH*2160 OR (MATH*2170 OR MATH*2270) OR [PHYS*2450  OR PHYS*2470 OR PHYS*2180  OR PHYS*2310 OR PHYS*2340])""","""{}"""
"""PHYS*4930""","""Advanced Topics in Physics III""","""(MATH*1160 OR MATH*2150 OR MATH*2160 OR (MATH*2170 OR MATH*2270) OR [PHYS*2450 OR PHYS*2470 OR PHYS*2180  OR PHYS*2310 OR PHYS*2340])""","""{}"""
"""PBIO*3110""","""Crop Physiology""","""BIOL*1050 OR BIOL*1070 OR BIOL*1090""","""{}"""
"""PBIO*3120""","""Plant Physiology""","""BIOL*1050 OR BOT*2100""","""{}"""
"""PBIO*3750""","""Plant Tissue Culture""","""AGR*2470 OR BOT*2100""","""{}"""
"""PBIO*4000""","""Molecular and Cellular Aspects of Plant-Microbe Interactions""","""(BOT*2100 OR MICR*2030 OR BIOL*1070 OR BIOL*1090 OR MBG*2040)""","""{}"""
"""PBIO*4070""","""Biological and Cultural Control of Plant Diseases""","""ENVB*3210 OR ENVS*3210 OR MICR*3090 OR MICR*3220""","""{}"""
"""PBIO*4150""","""Molecular and Cellular Aspects of Plant Development""","""(AGR*2470 OR BOT*2100) AND (MBG*2040 OR MBG*2400)""","""{}"""
"""PBIO*4290""","""Cannabis Production""","""14.50 credits AND CHEM*1040 AND (ENVS*2040 OR ENVS*3210) AND (PBIO*3110 OR PBIO*3120)""","""{}"""
"""PBIO*4530""","""Plants and Environmental Pollution""","""(BIOL*2060 OR BOT*2100 OR ENVM*1200 OR ENVS*2040  OR ENVS*2330 OR PBIO*3110 OR CHEM*1040)""","""{}"""
"""PBIO*4750""","""Genetic Engineering of Plants""","""(AGR*2470 OR BOT*2100) AND (MBG*2040 OR MBG*2400)""","""{}"""
"""POLS*2200""","""International Relations""","""()""","""{}"""
"""POLS*2230""","""Public Policy""","""2.00 credits""","""{}"""
"""POLS*2250""","""Public Administration and Governance""","""2.00 credits""","""{}"""
"""POLS*2300""","""Canadian Government and Politics""","""()""","""{}"""
"""POLS*2350""","""Law from a Political Science Perspective""","""2.00 credits""","""{}"""
"""POLS*1150""","""Understanding Politics""","""()""","""{POLS*1000,POLS*1300}"""
"""POLS*1500""","""World Politics""","""()""","""{}"""
"""POLS*2000""","""Political Theory""","""()""","""{PHIL*2280}"""
"""POLS*2100""","""Comparative Politics""","""2.00 credits""","""{}"""
"""POLS*2150""","""Gender and Politics""","""()""","""{}"""
"""POLS*2650""","""Political Inquiry and Research Methods""","""4.00 credits AND (JLS*1000 OR POLS*1150)""","""{POLS*3180}"""
"""POLS*3000""","""Politics of Africa""","""IDEV*2000 OR POLS*2080 OR POLS*2100""","""{}"""
"""POLS*3020""","""International Law and Organizations""","""IDEV*2400 OR POLS*2200 OR POLS*2350""","""{}"""
"""POLS*3050""","""Canadian Campaigns and Elections""","""POLS*1400 OR POLS*2300""","""{}"""
"""POLS*3060""","""Politics of the Middle East and North Africa""","""IDEV*2000 OR POLS*2080 OR POLS*2100""","""{}"""
"""POLS*3080""","""Politics of Latin America""","""IDEV*2000 OR POLS*2080 OR POLS*2100""","""{}"""
"""POLS*3130""","""Law, Politics and Judicial Process""","""POLS*2250 OR POLS*2300 OR POLS*2350""","""{}"""
"""POLS*3140""","""Canadian Charter of Rights and Freedoms""","""POLS*2300 OR POLS*2350""","""{}"""
"""POLS*3160""","""Global Gender Justice""","""IDEV*2000 OR POLS*2080 OR POLS*2100""","""{}"""
"""POLS*3210""","""The Constitution and Canadian Federalism""","""HIST*2600 OR POLS*2300""","""{}"""
"""POLS*3230""","""Modern Political Thought""","""POLS*2000 OR POLS*3280""","""{POLS*3021}"""
"""POLS*3250""","""Public Policy: Challenges and Prospects""","""POLS*2230 OR POLS*2250""","""{}"""
"""POLS*3270""","""Local Government in Ontario""","""7.50 credits""","""{}"""
"""POLS*3300""","""Governing Criminal Justice""","""POLS*2350 OR POLS*2250 OR POLS*2300""","""{}"""
"""POLS*3320""","""Politics of Aid and Development""","""IDEV*2000 OR IDEV*2400 OR POLS*2080""","""{}"""
"""POLS*3340""","""Indigenous Politics in Canada""","""ANTH*2660 OR HIST*2090 OR HIST*2600 OR INDG*1000 OR POLS*2230 OR POLS*2300""","""{}"""
"""POLS*3350""","""Comparative Law and Courts""","""IDEV*2400 OR POLS*2100 OR POLS*2350""","""{}"""
"""POLS*3370""","""Environmental Politics and Governance""","""7.50 credits""","""{}"""
"""POLS*3410""","""U.S. Politics and Government""","""POLS*2100 OR POLS*2300""","""{}"""
"""POLS*3440""","""Corruption, Scandal and Political Ethics""","""5.00 credits""","""{}"""
"""POLS*3450""","""European Governments and Politics""","""4.00 credits AND EURO*1050 OR POLS*2100 OR POLS*2200""","""{}"""
"""POLS*3470""","""Business-Government Relations in Canada""","""POLS*1400 OR POLS*2230 OR POLS*2250""","""{}"""
"""POLS*3490""","""Conflict and Conflict Resolution""","""POLS*1500 OR POLS*2100 OR POLS*2200""","""{}"""
"""POLS*3650""","""Quantitative Methods of Data Analysis""","""POLS*2650 OR POLS*3180 OR SOAN*2120""","""{}"""
"""POLS*3670""","""Comparative Public Policy""","""POLS*2080 OR POLS*2100 OR POLS*2230""","""{}"""
"""POLS*3710""","""Gender, Sexuality and Law""","""PHIL*2060 OR POLS*2000 OR POLS*2150 OR SOAN*2400""","""{}"""
"""POLS*3790""","""International Political Economy""","""GEOG*2230 OR IDEV*2000 OR IDEV*2500 OR POLS*2080 OR POLS*2100 OR POLS*2200""","""{}"""
"""POLS*3850""","""Experiential Learning in Political Science""","""10.00 credits AND 2.00 of which must be in Political Science.""","""{}"""
"""POLS*3890""","""Government and Politics of India""","""POLS*2080 OR POLS*2100 OR POLS*2200""","""{}"""
"""POLS*3920""","""Politics of China""","""POLS*2080 OR POLS*2100 OR POLS*2200""","""{}"""
"""POLS*3960""","""Selected Topics in Political Science""","""1.50 credits at the 3000 level in Political Science OR equivalent""","""{}"""
"""POLS*4020""","""Global Law and Courts""","""POLS*3020 OR POLS*3130 OR POLS*3350""","""{POLS*4040}"""
"""POLS*4030""","""Contemporary Political Theory""","""POLS*2000 and at least 1.00 credits at the 3000 level in the Political Thought stream. Streams are defined under the Political Science Major.""","""{}"""
"""POLS*4040""","""Advanced Lecture in Global Law and Courts""","""POLS*3020 OR POLS*3130 OR POLS*3350""","""{POLS*4020}"""
"""POLS*4050""","""Advanced Topics in Law and Politics""","""POLS*3020 OR POLS*3130 OR POLS*3140 OR POLS*3350""","""{POLS*4060}"""
"""POLS*4060""","""Advanced Topics Lecture in Law and Politics""","""POLS*3020 OR POLS*3130 OR POLS*3140 OR POLS*3350""","""{POLS*4050}"""
"""POLS*4070""","""Courts and Parliament""","""POLS*2350 OR POLS*3130 OR POLS*3300""","""{}"""
"""POLS*4090""","""Seminar in Digital Politics""","""12.50 credits AND 5.00 credits in Political Science""","""{}"""
"""POLS*4100""","""Women, Justice and Public Policy""","""(2 of POLS*2150 OR POLS*2230 OR POLS*2250 OR POLS*2300 OR POLS*2350 OR POLS*3250 and 1.00 credits in the Public Policy OR Governance and Law OR Canadian Politics stream. Streams are defined under the Political Science Major.)""","""{POLS*4310}"""
"""POLS*4110""","""Criminal Justice Policy and Law""","""12.50 credits AND POLS*3300""","""{POLS*4130}"""
"""POLS*4130""","""Advanced Lecture in Criminal Justice Policy""","""12.50 credits AND POLS*3300""","""{POLS*4110}"""
"""POLS*4140""","""Conceptions of Canada""","""POLS*2300 and 1.00 credits at the 3000 level in the Canadian Politics stream. Streams are defined under the Political Science Major.""","""{}"""
"""POLS*4150""","""Advanced Lecture in Conceptions of Canada""","""POLS*2300 AND (2 of HIST*3160 OR POLS*3050 OR POLS*3210 OR POLS*3270 OR POLS*3470)""","""{POLS*4140,POLS*4150}"""
"""POLS*4160""","""Multi-Level Governance in Canada""","""POLS*2300 and 1.00 credits at the 3000 level in the Canadian Politics stream. Streams are defined under the Political Science Major.""","""{}"""
"""POLS*4170""","""Global Environmental Politics""","""12.50 credits AND POLS*3370""","""{}"""
"""POLS*4200""","""International Political Economy""","""(POLS*2080 OR POLS*2100 OR POLS*2200; and at least 1.00 credits at the 3000 level in the International Relations and Global Studies stream. Streams are defined under the Political Science Major.)""","""{}"""
"""POLS*4250""","""Topics in Public Management""","""POLS*2250 and 1.00 credits at the 3000 level in the Public Policy AND Governance and Law stream OR the Canadian Politics stream. Streams are defined under the Political Science Major.""","""{POLS*4270}"""
"""POLS*4260""","""Topics in Public Policy""","""(2 of POLS*2230 OR POLS*2250 OR POLS*2300 OR 1.00 credits in the Public Policy OR Governance and Law stream OR the Canadian Politics stream. Streams are defined under the Political Science Major.)""","""{POLS*4280}"""
"""POLS*4270""","""Advanced Lecture in Public Management""","""POLS*2250 AND and 1.00 credits at the 3000 level in the Public Policy AND Governance and Law stream OR the Canadian Politics stream. Streams are defined under the Political Science Major.""","""{POLS*4250}"""
"""POLS*4280""","""Advanced Lecture in Public Policy""","""(2 of POLS*2230 OR POLS*2250 OR POLS*2300 OR 1.00 credits in the Public Policy OR Governance and Law stream OR the Canadian Politics stream. Streams are defined under the Political Science Major.)""","""{POLS*4260}"""
"""POLS*4300""","""Human Rights, Ethics, and Development""","""(IDEV*2000 OR IDEV*2400 OR POLS*2080 OR POLS*2100 OR POLS*2200 OR 1.00 credits at the 3000 level in Political Science.)""","""{POLS*4320}"""
"""POLS*4310""","""Advanced Lecture in Women, Justice and Public Policy""","""(2 of POLS*2150 OR POLS*2230 OR POLS*2250 OR POLS*2300 OR POLS*2350 OR and 1.00 credits in the Public Policy OR Governance and Law OR Canadian Politics streams. Streams are defined under the Political Science Major.)""","""{POLS*4100}"""
"""POLS*4320""","""Advanced Lecture on Human Rights, Ethics and Development""","""(IDEV*2000 OR IDEV*2400 OR POLS*2080 OR POLS*2100 OR POLS*2200 OR 1.00 credits at the 3000 level in Political Science.)""","""{POLS*4300}"""
"""POLS*4340""","""Nationalism, State-building and Identity""","""(POLS*2000 OR POLS*2100 OR POLS*2200 OR 0.50 credits at the 3000 level in the Comparative Politics stream OR 0.50 credits at the 3000 level in the International Relations and Global Studies stream. Streams are defined under the Political Science Major.)""","""{}"""
"""POLS*4710""","""Topics in Comparative Politics""","""((IDEV*2000 OR POLS*2080 OR POLS*2100) and 1.00 credits at the 3000 level in the Comparative Politics stream. Streams are defined under the Political Science Major.)""","""{POLS*4760}"""
"""POLS*4720""","""Topics in International Relations""","""POLS*2200 and 1.00 credits at the 3000 level in the International Relations and Global Studies stream. Streams are defined under the Political Science Major.""","""{}"""
"""POLS*4730""","""International Relations of the Middle East""","""POLS*2200 and 1.00 credit at the 3000 level in the Comparative Politics and/or International Relations and Global Studies streams. Streams are defined under the Political Science Major.""","""{POLS*4910}"""
"""POLS*4740""","""Advanced Topics in Rights and Liberties""","""2 of POLS*3020 OR POLS*3130 OR POLS*3140 OR POLS*3210 OR POLS*3300 OR POLS*3350.""","""{POLS*4780}"""
"""POLS*4760""","""Advanced Lecture in Comparative Politics""","""((IDEV*2000 OR POLS*2080 OR POLS*2100) OR 1.00 credits in the Comparative Politics stream. Streams are defined under the Political Science Major.)""","""{POLS*4710}"""
"""POLS*4770""","""Advanced Lecture in International Relations""","""POLS*2200 AND (2 of POLS*3160 OR POLS*3320 OR POLS*3490 OR POLS*3790)""","""{POLS*4720,POLS*4770}"""
"""POLS*4780""","""Advanced Lecture in Rights and Liberties""","""2 of POLS*3020 OR POLS*3130 OR POLS*3140 OR POLS*3210 OR POLS*3300 OR POLS*3350""","""{POLS*4740,POLS*4780}"""
"""POLS*4900""","""Special Topics Seminar in Political Science""","""14.00 credits AND including 1.00 credits in Political Science at the 3000 level.""","""{}"""
"""POLS*4910""","""Selected Topics in Political Science II""","""1.50 credits at the 3000 level in Political Science OR equivalent""","""{}"""
"""POLS*4930""","""Selected Topics in Political Science""","""1.50 credits at the 3000 level in Political Science OR equivalent""","""{}"""
"""POLS*4970""","""Honours Political Science Research I""","""70% average in all POLS courses. Recommendation: Students with less than a 75% average are advised not to take this course.""","""{}"""
"""POLS*4980""","""Honours Political Science Research II""","""POLS*4970""","""{}"""
"""POPM*3240""","""Epidemiology""","""(BIOL*1080 OR BIOL*1090) AND STAT*2040""","""{}"""
"""POPM*4040""","""Epidemiology of Food-borne Diseases""","""FOOD*3230 OR POPM*3240""","""{FOOD*4210}"""
"""POPM*4230""","""Animal Health""","""ANSC*2340 OR ANSC*3080""","""{}"""
"""PSYC*1010""","""Making Sense of Data in Psychological Research""","""PSYC*1000""","""{STAT*2040,STAT*2060,STAT*2080,STAT*2120}"""
"""PSYC*1300""","""Learning Disabilities""","""()""","""{PSYC*1400}"""
"""PSYC*1400""","""Mental Health and Well-Being""","""()""","""{PSYC*1300}"""
"""PSYC*1500""","""Foundational Skills for Psychology""","""()""","""{}"""
"""PORT*1100""","""Introductory Portuguese (Brazilian Culture)""","""()""","""{}"""
"""PORT*1110""","""Intermediate Portuguese (Brazilian Culture)""","""PORT*1100""","""{}"""
"""PSYC*1000""","""Introduction to Psychology""","""()""","""{}"""
"""PSYC*2020""","""Clinical Psychology and Mental Health""","""PSYC*1000""","""{}"""
"""PSYC*2070""","""Teams, Leadership, and Professional Behaviour""","""PSYC*1500 OR 4.00 credits in Psychology""","""{PSYC*3080}"""
"""PSYC*2310""","""Social Psychology""","""PSYC*1000 OR PSYC*1100 OR PSYC*1200""","""{}"""
"""PSYC*2330""","""Principles of Learning""","""PSYC*1000""","""{}"""
"""PSYC*2360""","""Psychological Methods and Statistics""","""PSYC*1000 AND (PSYC*1010 OR STAT*2040)""","""{}"""
"""PSYC*2390""","""Sensation and Perception""","""PSYC*1000 OR PSYC*1100 OR PSYC*1200""","""{}"""
"""PSYC*2410""","""Behavioural Neuroscience I""","""PSYC*1000""","""{NEUR*2000}"""
"""PSYC*2450""","""Developmental Psychology""","""PSYC*1000 OR PSYC*1100 OR PSYC*1200""","""{FRHD*2270}"""
"""PSYC*2650""","""Cognitive Psychology""","""PSYC*1000 OR PSYC*1100 OR PSYC*1200""","""{}"""
"""PSYC*2740""","""Personality""","""PSYC*1000 OR PSYC*1100 OR PSYC*1200""","""{}"""
"""PSYC*3000""","""Historical and Critical Perspectives on Psychology""","""PSYC*2070 AND PSYC*2360 AND (3 of PSYC*2020 OR PSYC*2310 OR PSYC*2330 OR PSYC*2390 OR PSYC*2410 OR PSYC*2450 OR PSYC*2650 OR PSYC*2740)""","""{PSYC*4370,PSYC*4900}"""
"""PSYC*3020""","""Psychology of Law""","""2.50 credits in Psychology OR PSYC*2310""","""{}"""
"""PSYC*3030""","""Neurochemical Basis of Behaviour""","""2.00 credits in Psychology AND (BIOM*3090 OR NEUR*2000 OR PSYC*2410)""","""{}"""
"""PSYC*3100""","""Evolutionary Psychology""","""2.50 credits in Psychology""","""{}"""
"""PSYC*3110""","""Topics in Health Psychology""","""NEUR*2000 OR 2.50 credits in Psychology""","""{}"""
"""PSYC*3240""","""Independent Research Project""","""2.50 credits in Psychology including PSYC*2360""","""{}"""
"""PSYC*3270""","""Cognitive Neuroscience""","""NEUR*2000 OR PSYC*2390 OR PSYC*2410 OR PSYC*2650""","""{PSYC*4600}"""
"""PSYC*3280""","""Minds, Brains & Machines""","""2.50 credits in Psychology OR 3.00 credits in Philosophy""","""{}"""
"""PSYC*3290""","""Conducting Statistical Analyses in Psychology""","""2.50 credits in Psychology including PSYC*2360""","""{PSYC*2040,STAT*2050}"""
"""PSYC*3300""","""Psychology of Gender""","""2.50 credits in Psychology including PSYC*2310""","""{}"""
"""PSYC*3330""","""Memory and Attention""","""2.50 credits in Psychology including PSYC*2650""","""{}"""
"""PSYC*3350""","""Cross-Cultural Psychology""","""2.50 credits in Psychology including PSYC*2310""","""{}"""
"""PSYC*3410""","""Behavioural Neuroscience II""","""NEUR*2000 OR PSYC*2410""","""{}"""
"""PSYC*3450""","""Social and Personality Development""","""2.00 credits in Psychology including (FRHD*2270 OR PSYC*2450)""","""{}"""
"""PSYC*3470""","""Putting Psychology to Work""","""PSYC*2070 AND PSYC*2360 AND (2 of PSYC*2020 OR PSYC*2310 OR PSYC*2450 OR PSYC*2740 OR (PSYC*2330 OR PSYC*2390 OR PSYC*2410 OR PSYC*2650))""","""{PSYC*3070}"""
"""PSYC*3480""","""Psychology of Sport""","""PSYC*2310 OR PSYC*2740""","""{}"""
"""PSYC*3490""","""Social and Organizational Psychology""","""3.00 credits in Psychology including PSYC*2070 AND PSYC*2310""","""{PSYC*3080}"""
"""PSYC*3570""","""The Psychology of Death and Dying""","""FRHD*2270 OR PSYC*2310 OR PSYC*2740 OR PSYC*2450""","""{}"""
"""PSYC*3800""","""Psychology and Education""","""FRHD*2270 OR PSYC*1000 OR PSYC*1100 OR PSYC*1200""","""{}"""
"""PSYC*3850""","""Intellectual Disabilities""","""FRHD*2270 OR PSYC*2450""","""{}"""
"""PSYC*3910""","""Psychology Externship""","""PSYC*2070 AND PSYC*2360 AND (2 of PSYC*2020 OR PSYC*2310 OR PSYC*2450 OR PSYC*2740 OR (PSYC*2330 OR PSYC*2390 OR PSYC*2410 OR PSYC*2650))""","""{}"""
"""PSYC*4240""","""Advanced Independent Research Project""","""14.00 credits AND [(PSYC*2040 OR PSYC*3290) ) AND 1.00 credits in Psychology at the 3000 level]""","""{PSYC*4500,PSYC*4510}"""
"""PSYC*4290""","""Psychological Measurement""","""PSYC*3290""","""{PSYC*3250}"""
"""PSYC*4310""","""Advanced Topics in Social and Applied Social Psychology""","""14.00 credits AND PSYC*2310 AND PSYC*3290""","""{}"""
"""PSYC*4330""","""Industrial/Organizational Psychology""","""14.00 credits AND PSYC*3290 AND (PSYC*2070 OR PSYC*3070 OR PSYC*3080 OR PSYC*3490)""","""{}"""
"""PSYC*4460""","""Advanced Topics in Clinical and Applied Developmental Psychology""","""14.00 credits AND PSYC*2020 AND PSYC*3290 AND (FRHD*2270 OR PSYC*2450 OR PSYC*2740)""","""{}"""
"""PSYC*4470""","""Advanced Topics in Behavioural and Cognitive Neuroscience""","""PSYC*3270 AND (NEUR*2000 OR PSYC*2410)""","""{}"""
"""PSYC*4540""","""Practical Applications of Psychology""","""14.00 credits AND PSYC*3290 AND (PSYC*3000 OR 7.50 credits in Psychology)""","""{PSYC*4870,PSYC*4880}"""
"""PSYC*4570""","""Special Topics in Applied Psychology""","""14.00 credits AND PSYC*3290""","""{}"""
"""PSYC*4580""","""Special Topics in Behavioural Sciences""","""14.00 credits AND PSYC*3290 AND 1.00 credits in Psychology at the 3000 level""","""{}"""
"""PSYC*4750""","""Seminar in Motivation and Emotion""","""14.00 credits AND 1.50 credits in Psychology at the 3000 level""","""{}"""
"""PSYC*4780""","""Advanced Quantitative Research Methods and Statistics""","""14.00 credits AND (PSYC*3290 OR STAT*2050)""","""{PSYC*4790}"""
"""PSYC*4790""","""Qualitative Methods in Psychology""","""14.00 credits AND (PSYC*3290 OR STAT*2050)""","""{PSYC*4780}"""
"""PSYC*4870""","""Honours Thesis I""","""14.00 credits AND (NEUR*3500 OR PSYC*3000 OR 7.50 credits in Psychology)""","""{PSYC*4540}"""
"""PSYC*4880""","""Honours Thesis II""","""PSYC*4870""","""{PSYC*4540}"""
"""REAL*1820""","""Introduction to Real Estate""","""()""","""{}"""
"""REAL*2820""","""Real Estate Finance""","""5.00 credits""","""{}"""
"""REAL*2850""","""Service Learning in Housing""","""4.00 credits""","""{}"""
"""REAL*3810""","""Real Estate Market Analysis""","""REAL*1820 AND (ECON*2740 OR STAT*2060)""","""{}"""
"""REAL*3870""","""Topics in Housing""","""10.00 credits AND REAL*1820""","""{}"""
"""REAL*3880""","""Topics in Real Estate""","""10.00 credits AND REAL*1820""","""{}"""
"""REAL*3890""","""Property Management""","""REAL*1820 AND (ACCT*2230 OR REAL*2820)""","""{}"""
"""REAL*4820""","""Real Estate Appraisal""","""(CIS*1200 OR CIS*1500 OR MCS*2020 OR (1 of ACCT*2230 OR ECON*2560 OR FIN*2000 OR REAL*2820))""","""{}"""
"""REAL*4830""","""Real Estate Development Project""","""15.00 credits AND REAL*3810 AND REAL*4820""","""{}"""
"""REAL*4840""","""Housing and Real Estate Law""","""9.00 credits AND REAL*1820 AND REAL*2820""","""{}"""
"""REAL*4870""","""Sustainable Real Estate""","""14.00 credits""","""{}"""
"""SXGN*1000""","""Introduction to Sexualities and Genders""","""()""","""{}"""
"""SXGN*1010""","""Sexuality, Gender, Race, and Indigeneity""","""()""","""{}"""
"""SXGN*2000""","""Sexualities and Genders: Research Methodologies""","""SXGN*1000 OR SXGN*1010""","""{}"""
"""SXGN*2010""","""Theorising Sexualities and Genders""","""SXGN*1000 OR SXGN*1010""","""{}"""
"""SXGN*3000""","""Social Change: Acts of Resistance""","""SXGN*2000 AND SXGN*2010""","""{}"""
"""SXGN*3010""","""Experiential Learning in Sexualities and Genders: Transforming Community""","""SXGN*2000 AND SXGN*2010""","""{}"""
"""SXGN*4000""","""Honours Capstone Project in Community Engagement and Advocacy""","""SXGN*3000 AND SXGN*3010""","""{}"""
"""SOC*2010""","""Canadian Society""","""SOC*1100""","""{}"""
"""SOC*2070""","""Social Deviance""","""SOC*1100 OR SOC*1500""","""{}"""
"""SOC*2080""","""Rural Sociology""","""ANTH*1150 OR IDEV*1000 OR GEOG*1220 OR SOC*1100""","""{}"""
"""SOC*2280""","""Society, Knowledge Systems and Environment""","""ANTH*1150 OR GEOG*1220 OR IDEV*1000 OR INDG*1000 OR SOC*1100""","""{}"""
"""SOC*2390""","""Class and Stratification""","""SOC*1100""","""{}"""
"""SOC*2700""","""Criminological Theory""","""SOC*1500""","""{}"""
"""SOC*1100""","""Sociology""","""()""","""{}"""
"""SOC*1500""","""Crime and Criminal Justice""","""()""","""{}"""
"""SOC*2760""","""Homicide""","""ANTH*1150 OR FRHD*1010 OR PHIL*1010 OR POLS*1400 OR PSYC*1000 OR PSYC*1100 OR PSYC*1200 OR SOC*1100 OR SOC*1500""","""{}"""
"""SOC*3130""","""Politics and Society""","""SOAN*2112 AND SOAN*2120""","""{}"""
"""SOC*3310""","""Contemporary Theory""","""SOAN*2112 AND SOAN*2120""","""{}"""
"""SOC*3410""","""Individual and Society""","""SOAN*2112 AND SOAN*2120""","""{}"""
"""SOC*3490""","""Law and Society""","""(SOAN*2112 OR SOC*2700) AND (POLS*2650 OR SOAN*2120)""","""{}"""
"""SOC*3710""","""Youth Justice""","""(SOAN*2112 OR SOC*2700) AND SOAN*2120""","""{}"""
"""SOC*3730""","""Courts and Society""","""(SOAN*2112 OR SOC*2700) AND SOAN*2120""","""{}"""
"""SOC*3740""","""Corrections and Penology""","""(SOAN*2112 OR SOC*2700) AND SOAN*2120""","""{}"""
"""SOC*3750""","""Police in Society""","""(SOAN*2112 OR SOC*2700) AND SOAN*2120""","""{}"""
"""SOC*3840""","""Seminar in Sociology""","""10.00 credits AND (SOAN*2112 OR SOC*2080 OR SOC*2700 OR SOAN*2120)""","""{}"""
"""SOC*3850""","""Seminar in Sociology""","""10.00 credits AND (SOAN*2112 OR SOC*2080 OR SOC*2700 OR SOAN*2120)""","""{}"""
"""SOC*3950""","""Special Projects in Sociology""","""10.00 credits""","""{}"""
